depth,permeability,porosity,Pozo
8207.0,8975.3809,245,well3
8207.5,7972.2583,0.2349,well3
8208.0,9480.3623,0.2379,well3
8208.5,13581.8242,0.2511,well3
8209.0,11772.4619,0.2446,well3
8209.5,12108.8184,0.2449,well3
8210.0,13539.7471,0.2478,well3
8210.5,11311.8623,0.2413,well3
8211.0,8648.7803,0.2353,well3
8211.5,9372.2627,0.2366,well3
8212.0,8691.6533,0.2334,well3
8212.5,9312.7881,0.2314,well3
8213.0,13171.3779,0.2457,well3
8213.5,17589.6895,0.2548,well3
8214.0,16161.0342,0.2598,well3
8214.5,8944.2617,0.2363,well3
8215.0,6354.6494,0.2301,well3
8215.5,3128.6648,0.2078,well3
8216.0,845.5623,0.1783,well3
8216.5,39.5043,0.0415,well3
8217.0,1.1009,0.0,well3
8217.5,0.3713,0.0,well3
8218.0,0.7892,0.0003,well3
8218.5,2.0016,0.0193,well3
8219.0,1.1051,0.0039,well3
8219.5,0.8391,0.0021,well3
8220.0,2.4811,0.0102,well3
8220.5,94.0129,0.0586,well3
8221.0,1749.1354,0.2084,well3
8221.5,3672.8281,0.2151,well3
8222.0,6542.7144,0.2336,well3
8222.5,7814.1899,234,well3
8223.0,9634.21,0.2321,well3
8223.5,17558.75,0.2557,well3
8224.0,19160.1562,0.2609,well3
8224.5,15419.5957,0.2535,well3
8225.0,11331.8096,0.2439,well3
8225.5,13041.2607,0.2505,well3
8226.0,12687.9199,0.2453,well3
8226.5,8857.5479,0.2288,well3
8227.0,8300624,0.2358,well3
8227.5,7494.2817,0.2254,well3
8228.0,11471.1875,0.2459,well3
8228.5,12755.7061,0.2521,well3
8229.0,20000.0,0.2643,well3
8229.5,20000.0,0.2638,well3
8230.0,12751.3945,0.2508,well3
8230.5,10459.6621,0.2467,well3
8231.0,8977.2734,0.2444,well3
8231.5,11300.2549,0.2578,well3
8232.0,11971.7773,0.2507,well3
8232.5,13346.5908,0.2534,well3
8233.0,13816.8594,0.2544,well3
8233.5,10658.6416,0.2472,well3
8234.0,9208.9111,0.2438,well3
8234.5,9623.0938,0.2427,well3
8235.0,10091.2188,0.2403,well3
8235.5,9001.5039,0.2326,well3
8236.0,9902.5645,0.2383,well3
8236.5,8953.0488,0.2326,well3
8237.0,9610.8828,0.2355,well3
8237.5,12497.9619,0.2421,well3
8238.0,11941.5361,0.2413,well3
8238.5,10903.1172,0.2377,well3
8239.0,10639917,0.2385,well3
8239.5,8966.3369,0.2324,well3
8240.0,8653.4736,0.2285,well3
8240.5,8549.1309,0.2313,well3
8241.0,5727.1562,0.2176,well3
8241.5,4996561,0.2202,well3
8242.0,4799.2183,0.2172,well3
8242.5,6398.4419,0.2252,well3
8243.0,6685.7637,0.2282,well3
8243.5,6463.4844,0.2242,well3
8244.0,5741.4004,0.2222,well3
8244.5,5219.1274,0.2217,well3
8245.0,5800.4688,0.2211,well3
8245.5,4803.9761,0.2156,well3
8246.0,4177.8857,0.2076,well3
8246.5,5770.2354,0.2258,well3
8247.0,4489.0317,0.2176,well3
8247.5,4068.6692,0.2264,well3
8248.0,3503.8379,0.2203,well3
8248.5,2509.1392,0.2088,well3
8249.0,2190.2642,0.2028,well3
8249.5,2942.8237,0.2168,well3
8250.0,3173.8689,0.2172,well3
8250.5,2832.9973,211,well3
8251.0,2989.6533,0.2143,well3
8251.5,3576125,0.2106,well3
8252.0,5381.9102,0.2216,well3
8252.5,6634.5039,0.2296,well3
8253.0,5895.0708,0.2219,well3
8253.5,7090.2944,0.2312,well3
8254.0,7287.3755,229,well3
8254.5,5289.4487,0.2243,well3
8255.0,3670417,0.2139,well3
8255.5,3140.6016,0.2108,well3
8256.0,3036.1196,0.2105,well3
8256.5,2981.8767,0.2134,well3
8257.0,3759.1562,0.2178,well3
8257.5,4506.5312,0.2239,well3
8258.0,3957.2996,0.2206,well3
8258.5,4038.3103,0.2226,well3
8259.0,3162.0874,0.2205,well3
8259.5,2869.4302,0.2167,well3
8260.0,2519.9583,0.2124,well3
8260.5,3144.5303,0.2169,well3
8261.0,3387.3137,0.2166,well3
8261.5,3493.2642,0.2154,well3
8262.0,2806.4338,0.2192,well3
8262.5,2356.1396,0.2159,well3
8263.0,3104.7661,0.2144,well3
8263.5,3438.6814,0.2193,well3
8264.0,2680.8254,0.2065,well3
8264.5,2818.0063,0.2039,well3
8265.0,3716.2864,213,well3
8265.5,3684.5073,0.2108,well3
8266.0,3851.7173,0.2119,well3
8266.5,3528.4966,0.2079,well3
8267.0,2895.3271,0.1982,well3
8267.5,3321.1243,0.2071,well3
8268.0,3492.0474,0.2083,well3
8268.5,3958.5723,0.2123,well3
8269.0,3469.1216,0.2076,well3
8269.5,2633449,0.1962,well3
8270.0,1615.6506,0.1846,well3
8270.5,944.5327,0.1598,well3
8271.0,1157.2703,0.1755,well3
8271.5,1222.3851,0.1807,well3
8272.0,711.8849,0.1604,well3
8272.5,403.0654,0.1384,well3
8273.0,275.0042,0.1315,well3
8273.5,417608,0.1488,well3
8274.0,346.9617,0.1355,well3
8274.5,291.8847,0.1414,well3
8275.0,288.8743,0.1373,well3
8275.5,328.6502,0.1467,well3
8276.0,264.2025,0.1425,well3
8276.5,304.2832,0.1501,well3
8277.0,443.9351,0.1615,well3
8277.5,695.7042,0.1758,well3
8278.0,857.6296,0.1862,well3
8278.5,1042.6104,0.1909,well3
8279.0,1653052,204,well3
8279.5,2388.3628,213,well3
8280.0,4421.0303,0.2279,well3
8280.5,4307.1777,0.2163,well3
8281.0,3719.2451,0.2049,well3
8281.5,4804.6724,0.2177,well3
8282.0,5397.0205,0.2223,well3
8282.5,5325.8994,0.2196,well3
8283.0,4676792,0.2161,well3
8283.5,3141.3147,0.1994,well3
8284.0,3138.8171,0.1989,well3
8284.5,3768.3445,0.2096,well3
8285.0,5049.2983,0.2222,well3
8285.5,4928.6118,0.2199,well3
8286.0,4597459,0.2189,well3
8286.5,3651.3857,0.2102,well3
8287.0,3881.5029,0.2121,well3
8287.5,4676.7524,0.2155,well3
8288.0,5173.4609,0.2195,well3
8288.5,6045.2021,0.2253,well3
8289.0,5092.1982,0.2205,well3
8289.5,4521522,0.2189,well3
8290.0,4304.2729,0.2139,well3
8290.5,3221.1497,0.2105,well3
8291.0,3234.4402,0.2122,well3
8291.5,4766.8936,0.2245,well3
8292.0,6666.8687,0.2313,well3
8292.5,6769.7217,0.2293,well3
8293.0,4381.5015,0.2148,well3
8293.5,2996064,0.1936,well3
8294.0,4368.0825,0.2188,well3
8294.5,1548.7531,0.1696,well3
8295.0,578.4944,0.1516,well3
8295.5,329.9458,0.1361,well3
8296.0,300.5318,0.1327,well3
8296.5,405.7063,0.1431,well3
8297.0,484.2177,0.1506,well3
8297.5,612.8834,0.1627,well3
8298.0,582.6082,0.1558,well3
8298.5,626.2508,0.1599,well3
8299.0,387.6366,0.1409,well3
8299.5,237.8094,0.1347,well3
8300.0,110.3201,0.1097,well3
8300.5,54.8791,0.1047,well3
8301.0,9.6215,0.0012,well3
8301.5,0.4377,0.0,well3
8302.0,0.4179,0.0,well3
8302.5,0.54,0.0001,well3
8303.0,0.5841,0.0002,well3
8303.5,0.7237,0.0012,well3
8304.0,0.5957,0.0001,well3
8304.5,0.7964,0.0017,well3
8305.0,1.6259,0.0075,well3
8305.5,107.6774,0.04,well3
8306.0,1099.8453,0.2008,well3
8306.5,1700275,0.2023,well3
8307.0,670.4171,0.1548,well3
8307.5,559.1962,0.1733,well3
8308.0,478.3362,0.1786,well3
8308.5,556.9225,0.1836,well3
8309.0,808.6161,0.1789,well3
8309.5,911.5485,0.1785,well3
8310.0,1601.4305,0.2054,well3
8310.5,1520275,0.1917,well3
8311.0,1697.7566,0.1885,well3
8311.5,1846.6744,0.1907,well3
8312.0,1682.1858,0.1868,well3
8312.5,1785166,0.1879,well3
8313.0,1978.1987,0.1889,well3
8313.5,2028.1229,189,well3
8314.0,1971368,0.1884,well3
8314.5,1253.6251,0.1756,well3
8315.0,1026.3506,0.1718,well3
8315.5,928.4955,0.1664,well3
8316.0,958.8978,0.1696,well3
8316.5,626.4722,0.1633,well3
8317.0,403.1891,0.1349,well3
8317.5,298.9018,0.1259,well3
8318.0,599.6849,0.1412,well3
8318.5,2079.9507,0.1839,well3
8319.0,5832.4917,0.2272,well3
8319.5,5996.21,0.2238,well3
8320.0,3181.4338,0.1953,well3
8320.5,2498.8203,0.1928,well3
8321.0,2522.1611,0.1975,well3
8321.5,1918.75,187,well3
8322.0,2009.3712,0.1876,well3
8322.5,2707.2625,0.2009,well3
8323.0,3904186,0.2154,well3
8323.5,2380.6689,0.1929,well3
8324.0,2063.4609,0.1871,well3
8324.5,1587.1681,0.1758,well3
8325.0,1672.0784,0.1865,well3
8325.5,154.6673,0.0,well3
8326.0,5.6806,0.0,well3
8326.5,5.0504,0.0,well3
8327.0,4.5001,0.0,well3
8327.5,4.2605,0.0,well3
8328.0,3.9297,0.0,well3
8328.5,2.8448,0.0,well3
8329.0,2.2287,0.0,well3
8329.5,1.9722,0.0,well3
8330.0,2.0112,0.0,well3
8330.5,2.6907,0.0,well3
8331.0,3923,0.0,well3
8331.5,5.3139,0.0,well3
8332.0,6.1454,0.0,well3
8332.5,5.3241,0.0,well3
8333.0,5.5006,0.0,well3
8333.5,5104,0.0,well3
8334.0,4.1643,0.0,well3
8334.5,3.7646,0.0,well3
8335.0,2.7702,0.0,well3
8335.5,2.3972,0.0,well3
8336.0,1.9785,0.0,well3
8336.5,2.1267,0.0,well3
8337.0,1.9759,0.0,well3
8337.5,,0.0,well3
7180.5,319.5553,0.1475,well4
7181.0,238.4715,0.1335,well4
7181.5,20000.0,0.2146,well4
7182.0,20000.0,0.3355,well4
7182.5,20000.0,0.3377,well4
7183.0,20000.0,0.3363,well4
7183.5,20000.0,0.3353,well4
7184.0,20000.0,0.3337,well4
7184.5,20000.0,0.2896,well4
7185.0,20000.0,0.2573,well4
7185.5,20000.0,0.2496,well4
7186.0,20000.0,259,well4
7186.5,20000.0,0.2498,well4
7187.0,12207.2529,0.2323,well4
7187.5,8761.5117,0.2225,well4
7188.0,13236.9365,0.2343,well4
7188.5,20000.0,0.2604,well4
7189.0,20000.0,0.2874,well4
7189.5,20000.0,0.3039,well4
7190.0,20000.0,0.3089,well4
7190.5,20000.0,0.3072,well4
7191.0,20000.0,0.3035,well4
7191.5,20000.0,0.3003,well4
7192.0,20000.0,0.3005,well4
7192.5,20000.0,0.3102,well4
7193.0,20000.0,0.3317,well4
7193.5,20000.0,335,well4
7194.0,20000.0,0.0703,well4
7194.5,0.1123,0.0124,well4
7195.0,0.9084,0.0196,well4
7195.5,4996.0508,0.2176,well4
7196.0,279371,0.1278,well4
7196.5,18.1157,0.0895,well4
7197.0,7.8967,0.0765,well4
7197.5,2.7017,0.0589,well4
7198.0,0.0377,0.0058,well4
7198.5,0.0,0.0002,well4
7199.0,0.0,0.0,well4
7199.5,0.0,0.0,well4
7200.0,0.0,0.0001,well4
7200.5,0.0,0.0001,well4
7201.0,0.0,0.0003,well4
7201.5,0.0024,0.0025,well4
7202.0,2.1189,0.0324,well4
7202.5,3.9392,0.0595,well4
7203.0,3.1876,0.0618,well4
7203.5,2559,0.0582,well4
7204.0,1.6132,0.0513,well4
7204.5,0.8235,42,well4
7205.0,308,0.0301,well4
7205.5,1.3079,0.0172,well4
7206.0,0.5719,0.0374,well4
7206.5,0.0249,0.0159,well4
7207.0,0.0002,0.0086,well4
7207.5,0.0001,0.0058,well4
7208.0,0.0,0.0025,well4
7208.5,0.0,0.0004,well4
7209.0,0.0,0.0,well4
7209.5,0.0,0.0,well4
7210.0,0.0,0.0,well4
7210.5,0.0,0.0,well4
7211.0,0.0,0.0,well4
7211.5,0.0,0.0,well4
7212.0,43,0.0002,well4
7212.5,6.3852,0.0607,well4
7213.0,20.7432,0.0949,well4
7213.5,17.2154,0.0912,well4
7214.0,8.3885,0.0771,well4
7214.5,2.9648,0.0592,well4
7215.0,0.9737,0.0431,well4
7215.5,0.1991,0.0249,well4
7216.0,0.0093,0.0001,well4
7216.5,0.0,0.0001,well4
7217.0,0.0,0.0001,well4
7217.5,0.0,0.0001,well4
7218.0,0.0,0.0001,well4
7218.5,0.0,0.0001,well4
7219.0,0.5598,0.0273,well4
7219.5,5.6548,0.0705,well4
7220.0,26.4579,0.0984,well4
7220.5,54.2073,113,well4
7221.0,70.2661,0.1186,well4
7221.5,70088,0.1181,well4
7222.0,61.0205,0.1152,well4
7222.5,50904,0.1116,well4
7223.0,45146,0.1093,well4
7223.5,46.6483,0.1099,well4
7224.0,58.4467,0.1141,well4
7224.5,90.8076,0.1226,well4
7225.0,163364,0.1348,well4
7225.5,338.0658,0.15,well4
7226.0,715.3003,0.1671,well4
7226.5,1341886,0.1818,well4
7227.0,1928.4281,0.1903,well4
7227.5,1773.2677,189,well4
7228.0,968.4263,0.1742,well4
7228.5,285.4128,0.1431,well4
7229.0,28.0014,0.0993,well4
7229.5,3.3237,0.0545,well4
7230.0,0.2271,0.0268,well4
7230.5,0.1088,0.0201,well4
7231.0,0.1475,0.0234,well4
7231.5,0.2032,0.0265,well4
7232.0,0.2114,0.0267,well4
7232.5,0.2142,0.0265,well4
7233.0,1.7085,0.0292,well4
7233.5,6.1883,0.0682,well4
7234.0,5.6685,0.0762,well4
7234.5,0.1518,0.0233,well4
7235.0,0.0808,0.0181,well4
7235.5,0.0348,0.0127,well4
7236.0,0.0106,0.0072,well4
7236.5,0.0027,0.0034,well4
7237.0,0.0068,0.0056,well4
7237.5,6.5916,76,well4
7238.0,3144,0.0597,well4
7238.5,1.3133,0.0479,well4
7239.0,1.0952,0.0449,well4
7239.5,1.2244,0.0473,well4
7240.0,1.8946,0.0537,well4
7240.5,2.6182,0.0584,well4
7241.0,3.4746,0.0617,well4
7241.5,5.5872,0.0706,well4
7242.0,7.4106,0.0764,well4
7242.5,7436,0.0748,well4
7243.0,2909,0.0212,well4
7243.5,0.0468,0.0143,well4
7244.0,0.0302,12,well4
7244.5,0.7751,0.0122,well4
7245.0,0.9421,0.0402,well4
7245.5,0.0225,0.0155,well4
7246.0,0.0006,0.0123,well4
7246.5,0.0645,0.0239,well4
7247.0,1.8847,0.0526,well4
7247.5,7.4106,0.0774,well4
7248.0,11.0986,0.0829,well4
7248.5,8.7953,0.0781,well4
7249.0,6.8321,0.0737,well4
7249.5,8.4787,0.0755,well4
7250.0,0.0123,8,well4
7250.5,0.0001,0.0001,well4
7251.0,0.0,0.0001,well4
7251.5,0.0,0.0001,well4
7252.0,0.0006,0.0001,well4
7252.5,25,0.01,well4
7253.0,0.0896,0.0191,well4
7253.5,0.1954,0.0262,well4
7254.0,0.3119,0.0308,well4
7254.5,0.3766,0.0333,well4
7255.0,0.2773,0.0298,well4
7255.5,0.1121,0.0206,well4
7256.0,0.0273,0.0105,well4
7256.5,0.0085,0.0058,well4
7257.0,0.0727,14,well4
7257.5,0.9223,0.0402,well4
7258.0,11.4752,0.0776,well4
7258.5,59.7694,0.1135,well4
7259.0,183.8995,0.1376,well4
7259.5,317.0718,0.1495,well4
7260.0,393.9756,0.1543,well4
7260.5,417333,0.1555,well4
7261.0,346.4753,0.1515,well4
7261.5,250.3649,0.1443,well4
7262.0,181.5459,0.1367,well4
7262.5,188.3637,0.1377,well4
7263.0,384.0544,0.1516,well4
7263.5,1050.5232,175,well4
7264.0,2689304,0.1969,well4
7264.5,4881.4751,0.2115,well4
7265.0,6841.8394,0.2193,well4
7265.5,9184.9072,0.2259,well4
7266.0,12690.1738,0.2338,well4
7266.5,16494.5391,0.2405,well4
7267.0,18814.2598,0.2435,well4
7267.5,19246.9922,0.2441,well4
7268.0,17867377,0.2422,well4
7268.5,14952.1641,0.2379,well4
7269.0,11358.9863,0.2312,well4
7269.5,8678.8232,0.2246,well4
7270.0,6993.3755,0.2197,well4
7270.5,6104.8901,0.2165,well4
7271.0,5350.4082,0.2134,well4
7271.5,5057.2026,0.2119,well4
7272.0,5231.6943,0.2129,well4
7272.5,6299.3057,0.2173,well4
7273.0,8006.0049,0.2232,well4
7273.5,8049.9316,224,well4
7274.0,4993.9614,0.2116,well4
7274.5,1737.5554,0.1847,well4
7275.0,422.6461,0.1533,well4
7275.5,141187,0.1306,well4
7276.0,88.8181,0.1222,well4
7276.5,84.8379,122,well4
7277.0,73885,0.1191,well4
7277.5,44.5385,0.1086,well4
7278.0,15.5741,0.0867,well4
7278.5,10.0977,0.0816,well4
7279.0,10.1646,0.0793,well4
7279.5,0.9706,14,well4
7280.0,0.0286,11,well4
7280.5,10.7964,0.0826,well4
7281.0,9682,0.0791,well4
7281.5,9.9198,0.0804,well4
7282.0,3.8245,0.0225,well4
7282.5,0.1006,0.0201,well4
7283.0,0.0735,0.0177,well4
7283.5,1.1082,0.0152,well4
7284.0,6.2931,0.0772,well4
7284.5,1,0.0001,well4
7285.0,0.0,0.0001,well4
7285.5,0.0,0.0001,well4
7286.0,0.0,0.0001,well4
7286.5,0.0,0.0001,well4
7287.0,0.0,0.0001,well4
7287.5,0.0185,0.0088,well4
7288.0,0.0644,17,well4
7288.5,0.0762,0.0184,well4
7289.0,0.0399,0.0136,well4
7289.5,0.0077,0.0049,well4
7290.0,0.0001,0.0001,well4
7290.5,0.0,0.0001,well4
7291.0,0.0,0.0001,well4
7291.5,0.0,0.0001,well4
7292.0,0.0,0.0001,well4
7292.5,0.0,0.0001,well4
7293.0,0.0,0.0001,well4
7293.5,0.0003,0.0001,well4
7294.0,0.0011,0.0026,well4
7294.5,0.0003,0.0013,well4
7295.0,0.0,0.0001,well4
7295.5,0.0,0.0001,well4
7296.0,0.0,0.0001,well4
7296.5,0.0,0.0001,well4
7297.0,0.0,0.0001,well4
7297.5,0.0,0.0001,well4
7298.0,0.0,0.0001,well4
7298.5,0.0,0.0001,well4
7299.0,0.0074,0.0051,well4
7299.5,0.0334,0.0128,well4
7300.0,0.0424,0.0149,well4
7300.5,0.0113,0.0074,well4
7301.0,0.0,0.0001,well4
7301.5,0.0,0.0001,well4
7302.0,0.0,0.0001,well4
7302.5,0.0004,0.0001,well4
7303.0,0.0616,0.0152,well4
7303.5,0.2214,0.0272,well4
7304.0,0.4591,0.0348,well4
7304.5,0.9405,0.0435,well4
7305.0,2.1448,0.0553,well4
7305.5,3.7596,0.0647,well4
7306.0,4.3174,0.0671,well4
7306.5,3.6053,0.0637,well4
7307.0,2.5738,0.0583,well4
7307.5,1703,0.0521,well4
7308.0,0.9081,0.0434,well4
7308.5,0.2313,0.0256,well4
7309.0,0.0066,0.0001,well4
7309.5,0.0,0.0001,well4
7310.0,0.0,0.0001,well4
7310.5,0.0,0.0001,well4
7311.0,6.0451,0.0727,well4
7311.5,6113,0.0806,well4
7312.0,0.0785,0.0072,well4
7312.5,0.0349,0.0132,well4
7313.0,0.0404,0.0138,well4
7313.5,0.0485,0.0148,well4
7314.0,0.1003,0.0197,well4
7314.5,0.4191,0.0324,well4
7315.0,1.4648,0.0497,well4
7315.5,3.2264,0.0625,well4
7316.0,3.5405,0.0637,well4
7316.5,2182,0.0555,well4
7317.0,1.0876,0.0454,well4
7317.5,0.6764,0.0394,well4
7318.0,0.6304,0.0388,well4
7318.5,0.6233,0.0389,well4
7319.0,0.4514,0.0347,well4
7319.5,0.2701,0.0286,well4
7320.0,0.3666,0.0308,well4
7320.5,1.4818,0.0478,well4
7321.0,16.7066,0.0824,well4
7321.5,132.9542,0.1284,well4
7322.0,1150.3396,0.1742,well4
7322.5,3801219,0.2054,well4
7323.0,5847.5,0.2168,well4
7323.5,5589896,0.2144,well4
7324.0,4967.8833,0.2108,well4
7324.5,5409.5029,0.2135,well4
7325.0,7527.6582,221,well4
7325.5,11320.7393,231,well4
7326.0,16717.4473,0.2408,well4
7326.5,19894.5801,245,well4
7327.0,18880.9668,0.2438,well4
7327.5,16154667,0.2396,well4
7328.0,14706.2725,0.2372,well4
7328.5,14412.7812,0.2372,well4
7329.0,13759209,0.2359,well4
7329.5,12771.1484,0.2341,well4
7330.0,11952.1826,0.2323,well4
7330.5,12934.3936,0.2342,well4
7331.0,15290.1094,0.2385,well4
7331.5,17514.2559,0.2421,well4
7332.0,17254.2031,0.2414,well4
7332.5,14001.1211,0.2365,well4
7333.0,9673.6162,0.2275,well4
7333.5,6693771,0.2184,well4
7334.0,5210085,0.2128,well4
7334.5,5248.9111,0.2128,well4
7335.0,5783688,0.2154,well4
7335.5,6067.9399,0.2167,well4
7336.0,5795.0151,0.2155,well4
7336.5,4636.2412,0.2105,well4
7337.0,3001.5149,0.1999,well4
7337.5,1645.8677,0.1856,well4
7338.0,768.7557,0.1681,well4
7338.5,317.3059,0.1483,well4
7339.0,142.6403,0.1313,well4
7339.5,109.0838,126,well4
7340.0,178.8144,0.1359,well4
7340.5,393.8941,0.1536,well4
7341.0,823.4166,0.1704,well4
7341.5,1316.8351,0.1811,well4
7342.0,1727689,0.1875,well4
7342.5,2106.8867,0.1918,well4
7343.0,2788.3887,0.1983,well4
7343.5,3720.3564,205,well4
7344.0,5012.8257,0.2118,well4
7344.5,7172.4224,0.2203,well4
7345.0,12211.6494,0.2325,well4
7345.5,20000.0,0.2459,well4
7346.0,20000.0,255,well4
7346.5,20000.0,0.2581,well4
7347.0,20000.0,0.2587,well4
7347.5,20000.0,0.2588,well4
7348.0,20000.0,0.2595,well4
7348.5,20000.0,0.2576,well4
7349.0,20000.0,254,well4
7349.5,20000.0,0.2497,well4
7350.0,20000.0,0.2465,well4
7350.5,20000.0,0.2465,well4
7351.0,20000.0,0.2489,well4
7351.5,20000.0,0.2495,well4
7352.0,20000.0,0.2489,well4
7352.5,20000.0,0.2464,well4
7353.0,18296.1562,0.2428,well4
7353.5,14482.9268,0.2374,well4
7354.0,9425124,0.2269,well4
7354.5,4971.1411,0.2109,well4
7355.0,2232.5371,0.1929,well4
7355.5,1313043,0.18,well4
7356.0,1100.5962,0.1769,well4
7356.5,1080.1418,0.1771,well4
7357.0,854.8091,0.1714,well4
7357.5,504.7575,0.1591,well4
7358.0,260.0068,0.1447,well4
7358.5,149401,0.1331,well4
7359.0,88.6037,0.1224,well4
7359.5,46.8906,0.1094,well4
7360.0,21.4203,0.0936,well4
7360.5,10.9885,0.0817,well4
7361.0,7904,0.0762,well4
7361.5,8.1201,0.0804,well4
7362.0,495,0.0257,well4
7362.5,0.7266,0.0408,well4
7363.0,4.9615,0.0688,well4
7363.5,6.3891,0.0732,well4
7364.0,3.5948,0.0659,well4
7364.5,0.0062,0.01,well4
7365.0,0.0,0.0006,well4
7365.5,0.0,0.0003,well4
7366.0,0.0,0.0006,well4
7366.5,0.0,0.0017,well4
7367.0,0.0002,6,well4
7367.5,1.5821,0.0339,well4
7368.0,31.0512,0.0961,well4
7368.5,165221,0.1338,well4
7369.0,437.1812,0.1574,well4
7369.5,479.8804,0.1594,well4
7370.0,246.5892,0.1433,well4
7370.5,75.4968,0.1169,well4
7371.0,15.5337,0.0859,well4
7371.5,3.1704,0.0587,well4
7372.0,1.3901,0.0519,well4
7372.5,0.0251,0.0107,well4
7373.0,0.0,0.0022,well4
7373.5,0.0,0.0017,well4
7374.0,0.0,0.0038,well4
7374.5,0.0001,0.0073,well4
7375.0,0.0001,0.0064,well4
7375.5,0.0,0.0028,well4
7376.0,0.0,0.0012,well4
7376.5,0.0,1,well4
7377.0,0.0,0.0009,well4
7377.5,0.0,0.0007,well4
7378.0,0.0,0.0006,well4
7378.5,0.0,0.0006,well4
7379.0,0.0,0.0005,well4
7379.5,0.0,0.0005,well4
7380.0,0.0,0.0005,well4
7380.5,0.0,0.0005,well4
7381.0,0.0,0.0005,well4
7381.5,0.0,0.0006,well4
7382.0,0.0,1,well4
7382.5,0.0,0.0016,well4
7383.0,0.0,0.0013,well4
7383.5,0.0,0.0006,well4
7384.0,0.0,0.0002,well4
7384.5,0.0,0.0002,well4
7385.0,0.0,0.0002,well4
7385.5,0.0,0.0002,well4
7386.0,0.0,0.0003,well4
7386.5,0.0,0.0003,well4
7387.0,0.0,0.0004,well4
7387.5,0.0,0.0006,well4
7388.0,0.0,0.0008,well4
7388.5,0.0,0.0006,well4
7389.0,0.0,0.0002,well4
7389.5,0.0,0.0,well4
7390.0,0.0,0.0,well4
7390.5,0.0,0.0,well4
7391.0,0.0,0.0,well4
7391.5,0.0,0.0001,well4
7392.0,0.0,0.0004,well4
7392.5,0.0,1,well4
7393.0,0.0,1,well4
7393.5,0.0,0.0004,well4
7394.0,0.0,0.0002,well4
7394.5,0.0,0.0001,well4
7395.0,0.0,0.0001,well4
7395.5,0.0,0.0001,well4
7396.0,0.0,0.0001,well4
7396.5,0.0,0.0008,well4
7397.0,0.0001,0.0043,well4
7397.5,0.0002,0.0081,well4
7398.0,0.0003,0.01,well4
7398.5,0.0004,0.0107,well4
7399.0,0.0003,0.0091,well4
7399.5,0.0001,0.0067,well4
7400.0,0.0001,0.0046,well4
7400.5,0.0,0.0038,well4
7401.0,0.0001,0.0056,well4
7401.5,0.0004,0.0114,well4
7402.0,1,0.0196,well4
7402.5,0.0012,0.0206,well4
7403.0,0.0006,14,well4
7403.5,0.0001,0.0058,well4
7404.0,0.0,0.0011,well4
7404.5,0.0,0.0001,well4
7405.0,0.0,0.0,well4
7405.5,0.0,0.0,well4
7406.0,0.0,0.0,well4
7406.5,0.0,0.0,well4
7407.0,0.0,0.0001,well4
7407.5,0.0,1,well4
7408.0,0.0,0.0026,well4
7408.5,0.0,0.0024,well4
7409.0,0.0,1,well4
7409.5,0.0,0.0002,well4
7410.0,0.0,0.0,well4
7410.5,0.0,0.0,well4
7411.0,0.0,0.0,well4
7411.5,0.0,0.0,well4
7412.0,0.0,0.0,well4
7412.5,0.0,0.0,well4
7413.0,0.0,0.0,well4
7413.5,0.0,0.0,well4
7414.0,0.0,0.0,well4
7414.5,0.0,0.0,well4
7415.0,0.0,0.0,well4
7415.5,0.0,0.0,well4
7416.0,0.0,0.0,well4
7416.5,0.0,0.0,well4
7417.0,0.0,0.0,well4
7417.5,0.0,0.0,well4
7418.0,0.0,0.0,well4
7418.5,0.0,0.0,well4
7419.0,0.0,0.0,well4
7419.5,0.0,0.0,well4
7420.0,0.0,0.0,well4
7420.5,0.0,0.0,well4
7421.0,0.0,0.0001,well4
7421.5,0.0001,0.0006,well4
7422.0,0.0001,0.0007,well4
7422.5,0.0,0.0002,well4
7423.0,0.0,0.0,well4
7423.5,0.0,0.0,well4
7424.0,0.0,0.0,well4
7424.5,0.0,0.0,well4
7425.0,0.0,0.0,well4
7425.5,0.0,0.0,well4
7426.0,0.0,0.0,well4
7426.5,0.0,0.0,well4
7427.0,0.0,0.0,well4
7427.5,0.0,0.0,well4
7428.0,0.0,0.0,well4
7428.5,0.0,0.0,well4
7429.0,0.0,0.0,well4
7429.5,0.0,0.0,well4
7430.0,0.0,0.0,well4
7430.5,0.0,0.0,well4
7431.0,0.0,0.0,well4
7431.5,0.0,0.0,well4
7432.0,0.0,0.0,well4
7432.5,0.0,0.0,well4
7433.0,0.0,0.0,well4
7433.5,0.0,0.0,well4
7434.0,0.0,0.0001,well4
7434.5,0.0,0.0004,well4
7435.0,0.0001,0.0005,well4
7435.5,0.0001,0.0005,well4
7436.0,0.0008,0.0017,well4
7436.5,0.0151,0.0084,well4
7437.0,0.0882,0.0227,well4
7437.5,0.1992,0.0332,well4
7438.0,0.2672,0.0362,well4
7438.5,0.2118,0.0335,well4
7439.0,0.1289,0.0268,well4
7439.5,0.0564,0.0176,well4
7440.0,0.0314,0.0135,well4
7440.5,0.0477,0.0169,well4
7441.0,0.0758,0.0217,well4
7441.5,0.0748,0.0212,well4
7442.0,62,0.0197,well4
7442.5,0.0332,0.0146,well4
7443.0,0.0091,7,well4
7443.5,0.0013,0.0022,well4
7444.0,0.0001,0.0004,well4
