depth,permeability,porosity,Pozo
7551.0,0.0,0.0,well7
7551.25,0.0,0.0,well7
7551.5,0.0,0.0,well7
7551.75,0.0,0.0,well7
7552.0,0.0,0.0,well7
7552.25,0.0,0.0,well7
7552.5,0.0,0.0,well7
7552.75,0.0,0.0,well7
7553.0,0.0,0.0,well7
7553.25,0.0,0.0,well7
7553.5,3.4303,0.0628,well7
7553.75,14.6951,0.0877,well7
7554.0,38.3797,0.1059,well7
7554.25,63343,0.1158,well7
7554.5,69.7583,0.1178,well7
7554.75,58.1176,0.1141,well7
7555.0,45.2324,0.1091,well7
7555.25,38.4668,0.1059,well7
7555.5,35.3942,0.1041,well7
7555.75,0.0,0.0,well7
7556.0,0.0,0.0,well7
7556.25,0.0,0.0,well7
7556.5,0.0,0.0,well7
7556.75,0.0,0.0,well7
7557.0,0.0,0.0,well7
7557.25,0.0,0.0,well7
7557.5,0.0,0.0,well7
7557.75,0.0,0.0,well7
7558.0,0.0,0.0,well7
7558.25,0.0,0.0,well7
7558.5,0.0,0.0,well7
7558.75,0.0,0.0,well7
7559.0,0.0,0.0,well7
7559.25,0.0,0.0,well7
7559.5,0.0,0.0,well7
7559.75,0.0,0.0,well7
7560.0,0.0,0.0,well7
7560.25,0.0,0.0,well7
7560.5,0.0,0.0,well7
7560.75,0.0,0.0,well7
7561.0,0.0,0.0,well7
7561.25,0.0,0.0,well7
7561.5,0.0,0.0,well7
7561.75,0.0,0.0,well7
7562.0,0.0,0.0,well7
7562.25,0.0,0.0,well7
7562.5,3.6646,0.0638,well7
7562.75,5.4946,0.0705,well7
7563.0,7.4794,0.0758,well7
7563.25,9.5294,0.08,well7
7563.5,11.7637,0.0838,well7
7563.75,14115,0.0871,well7
7564.0,18.5512,0.0921,well7
7564.25,25.1132,0.0978,well7
7564.5,37.1201,0.1053,well7
7564.75,58.2489,0.1142,well7
7565.0,92289,0.1235,well7
7565.25,145.0815,0.1328,well7
7565.5,216.7227,0.1413,well7
7565.75,308.4854,0.1489,well7
7566.0,394.7855,0.1542,well7
7566.25,448.3803,157,well7
7566.5,447.0181,0.1569,well7
7566.75,369.3567,0.1527,well7
7567.0,262.9243,0.1453,well7
7567.25,152.0954,0.1337,well7
7567.5,72.8877,0.1185,well7
7567.75,0.0,0.0,well7
7568.0,0.0,0.0,well7
7568.25,0.0,0.0,well7
7568.5,0.0,0.0,well7
7568.75,0.0,0.0,well7
7569.0,0.0,0.0,well7
7569.25,0.0,0.0,well7
7569.5,0.0,0.0,well7
7569.75,0.0,0.0,well7
7570.0,0.0,0.0,well7
7570.25,0.0,0.0,well7
7570.5,0.0,0.0,well7
7570.75,0.0,0.0,well7
7571.0,0.0,0.0,well7
7571.25,0.0,0.0,well7
7571.5,0.0,0.0,well7
7571.75,0.0,0.0,well7
7572.0,0.0,0.0,well7
7572.25,0.0,0.0,well7
7572.5,0.0,0.0,well7
7572.75,0.0,0.0,well7
7573.0,0.0,0.0,well7
7573.25,0.0,0.0,well7
7573.5,0.0,0.0,well7
7573.75,0.0,0.0,well7
7574.0,0.0,0.0,well7
7574.25,0.0,0.0,well7
7574.5,0.0,0.0,well7
7574.75,0.0,0.0,well7
7575.0,0.0,0.0,well7
7575.25,0.0,0.0,well7
7575.5,0.0,0.0,well7
7575.75,0.0,0.0,well7
7576.0,0.0,0.0,well7
7576.25,0.0,0.0,well7
7576.5,0.0,0.0,well7
7576.75,0.0,0.0,well7
7577.0,0.0,0.0,well7
7577.25,0.0,0.0,well7
7577.5,0.0,0.0,well7
7577.75,0.0,0.0,well7
7578.0,0.0,0.0,well7
7578.25,0.0,0.0,well7
7578.5,0.0,0.0,well7
7578.75,0.0,0.0,well7
7579.0,0.0,0.0,well7
7579.25,0.0,0.0,well7
7579.5,0.0,0.0,well7
7579.75,0.0,0.0,well7
7580.0,0.0,0.0,well7
7580.25,0.0,0.0,well7
7580.5,0.0,0.0,well7
7580.75,0.0,0.0,well7
7581.0,0.0,0.0,well7
7581.25,0.0,0.0,well7
7581.5,0.0,0.0,well7
7581.75,0.0,0.0,well7
7582.0,0.0,0.0,well7
7582.25,0.0,0.0,well7
7582.5,0.0,0.0,well7
7582.75,0.0,0.0,well7
7583.0,0.0,0.0,well7
7583.25,0.0,0.0,well7
7583.5,0.0,0.0,well7
7583.75,0.0,0.0,well7
7584.0,0.0,0.0,well7
7584.25,0.0,0.0,well7
7584.5,0.0,0.0,well7
7584.75,0.0,0.0,well7
7585.0,0.0,0.0,well7
7585.25,0.0,0.0,well7
7585.5,0.0,0.0,well7
7585.75,0.0,0.0,well7
7586.0,0.0,0.0,well7
7586.25,0.0,0.0,well7
7586.5,0.0,0.0,well7
7586.75,0.0,0.0,well7
7587.0,0.0001,0.0058,well7
7587.25,0.0001,6,well7
7587.5,0.0001,0.0063,well7
7587.75,0.0001,0.0066,well7
7588.0,0.0001,0.0068,well7
7588.25,0.0001,0.0072,well7
7588.5,0.0001,0.0076,well7
7588.75,0.0001,0.0082,well7
7589.0,0.0001,0.0089,well7
7589.25,0.0001,0.0093,well7
7589.5,0.0001,0.0097,well7
7589.75,0.0001,0.0089,well7
7590.0,0.0001,8,well7
7590.25,0.0001,0.0067,well7
7590.5,0.0001,0.0054,well7
7590.75,0.0001,0.0052,well7
7591.0,0.0001,5,well7
7591.25,0.0001,0.0061,well7
7591.5,0.0001,0.0073,well7
7591.75,0.0483,0.0131,well7
7592.0,0.0964,0.0188,well7
7592.25,0.3688,0.0375,well7
7592.5,0.6412,0.0562,well7
7592.75,1.1604,0.0699,well7
7593.0,1.6797,0.0837,well7
7593.25,1.0232,0.0645,well7
7593.5,0.3668,0.0453,well7
7593.75,0.2124,0.0289,well7
7594.0,58,0.0125,well7
7594.25,0.0291,0.0086,well7
7594.5,0.0001,0.0046,well7
7594.75,0.0001,0.0037,well7
7595.0,0.0001,0.0027,well7
7595.25,0.0001,0.0025,well7
7595.5,0.0001,0.0022,well7
7595.75,0.0001,0.0021,well7
7596.0,0.0001,0.0019,well7
7596.25,0.0001,0.0018,well7
7596.5,0.0001,0.0016,well7
7596.75,0.0001,0.0016,well7
7597.0,0.0001,0.0016,well7
7597.25,0.0001,0.0018,well7
7597.5,0.0001,2,well7
7597.75,0.0001,0.0025,well7
7598.0,0.0001,0.0029,well7
7598.25,0.0001,0.0036,well7
7598.5,0.0001,0.0042,well7
7598.75,0.0001,0.0045,well7
7599.0,0.0001,0.0048,well7
7599.25,0.0001,0.0043,well7
7599.5,0.0001,0.0038,well7
7599.75,0.0001,0.0031,well7
7600.0,0.0001,0.0024,well7
7600.25,0.0001,0.0021,well7
7600.5,0.0001,0.0017,well7
7600.75,0.0001,0.0016,well7
7601.0,0.0001,0.0015,well7
7601.25,0.0001,0.0014,well7
7601.5,0.0001,0.0014,well7
7601.75,0.0001,0.0013,well7
7602.0,0.0001,0.0012,well7
7602.25,0.0001,0.0011,well7
7602.5,0.0001,1,well7
7602.75,0.0001,1,well7
7603.0,0.0001,0.0009,well7
7603.25,0.0001,0.0008,well7
7603.5,0.0001,0.0008,well7
7603.75,0.0001,0.0008,well7
7604.0,0.0001,0.0009,well7
7604.25,0.0001,0.0012,well7
7604.5,0.0001,0.0015,well7
7604.75,0.0001,0.0021,well7
7605.0,0.0001,0.0027,well7
7605.25,0.0001,0.0027,well7
7605.5,0.0001,0.0028,well7
7605.75,0.0001,0.0023,well7
7606.0,0.0001,0.0018,well7
7606.25,0.0001,0.0015,well7
7606.5,0.0001,0.0013,well7
7606.75,0.0001,0.0015,well7
7607.0,0.0001,0.0017,well7
7607.25,0.0001,0.0021,well7
7607.5,0.0001,0.0024,well7
7607.75,0.0001,0.0025,well7
7608.0,0.0001,0.0025,well7
7608.25,0.0001,0.0022,well7
7608.5,0.0001,2,well7
7608.75,0.0001,0.0019,well7
7609.0,0.0001,0.0017,well7
7609.25,0.0001,0.0019,well7
7609.5,0.0001,0.0021,well7
7609.75,0.0001,0.0025,well7
7610.0,0.0001,0.0029,well7
7610.25,0.0001,0.0033,well7
7610.5,0.0001,0.0038,well7
7610.75,0.0001,0.0041,well7
7611.0,0.0001,0.0043,well7
7611.25,0.0001,0.0041,well7
7611.5,0.0001,0.0038,well7
7611.75,0.0001,0.0032,well7
7612.0,0.0001,0.0025,well7
7612.25,0.0001,0.0019,well7
7612.5,0.0001,0.0013,well7
7612.75,0.0001,1,well7
7613.0,0.0001,0.0007,well7
7613.25,0.0001,0.0006,well7
7613.5,0.0001,0.0005,well7
7613.75,0.0001,0.0004,well7
7614.0,0.0001,0.0004,well7
7614.25,0.0001,0.0004,well7
7614.5,0.0001,0.0005,well7
7614.75,0.0001,0.0005,well7
7615.0,0.0001,0.0006,well7
7615.25,0.0001,0.0005,well7
7615.5,0.0001,0.0004,well7
7615.75,0.0001,0.0003,well7
7616.0,0.0001,0.0002,well7
7616.25,0.0001,0.0002,well7
7616.5,0.0001,0.0002,well7
7616.75,0.0001,0.0001,well7
7617.0,0.0001,0.0001,well7
7617.25,0.0001,0.0001,well7
7617.5,0.0001,0.0001,well7
7617.75,0.0001,0.0001,well7
7618.0,0.0001,0.0002,well7
7618.25,0.0001,0.0002,well7
7618.5,0.0001,0.0002,well7
7618.75,0.0001,0.0002,well7
7619.0,0.0001,0.0002,well7
7619.25,0.0001,0.0001,well7
7619.5,0.0001,0.0001,well7
7619.75,0.0001,0.0001,well7
7620.0,0.0001,0.0001,well7
7620.25,0.0001,0.0001,well7
7620.5,0.0001,0.0002,well7
7620.75,0.0001,0.0003,well7
7621.0,0.0001,0.0003,well7
7621.25,0.0001,0.0003,well7
7621.5,0.0001,0.0003,well7
7621.75,0.0001,0.0003,well7
7622.0,0.0001,0.0002,well7
7622.25,0.0001,0.0002,well7
7622.5,0.0001,0.0002,well7
7622.75,0.0001,0.0001,well7
7623.0,0.0001,0.0001,well7
7623.25,0.0001,0.0001,well7
7623.5,0.0001,0.0001,well7
7623.75,0.0001,0.0001,well7
7624.0,0.0001,0.0002,well7
7624.25,0.0001,0.0005,well7
7624.5,0.0001,0.0009,well7
7624.75,0.0001,0.0022,well7
7625.0,0.0001,0.0034,well7
7625.25,0.0001,0.0058,well7
7625.5,0.0001,0.0081,well7
7625.75,0.0001,0.0098,well7
7626.0,0.0001,0.0114,well7
7626.25,0.0001,0.0115,well7
7626.5,0.0001,0.0116,well7
7626.75,0.0001,0.0101,well7
7627.0,0.0001,0.0085,well7
7627.25,0.0001,0.0067,well7
7627.5,0.0001,0.0049,well7
7627.75,0.0001,0.0038,well7
7628.0,0.0001,0.0027,well7
7628.25,0.0001,0.0023,well7
7628.5,0.0001,0.0019,well7
7628.75,0.0001,2,well7
7629.0,0.0001,2,well7
7629.25,0.0001,0.0022,well7
7629.5,0.0001,0.0024,well7
7629.75,0.0001,0.0024,well7
7630.0,0.0001,0.0023,well7
7630.25,0.0001,0.0019,well7
7630.5,0.0001,0.0014,well7
7630.75,0.0001,1,well7
7631.0,0.0001,0.0007,well7
7631.25,0.0001,0.0004,well7
7631.5,0.0001,0.0002,well7
7631.75,0.0001,0.0002,well7
7632.0,0.0001,0.0002,well7
7632.25,0.0001,0.0003,well7
7632.5,0.0001,0.0003,well7
7632.75,0.0001,0.0005,well7
7633.0,0.0001,0.0007,well7
7633.25,0.0001,1,well7
7633.5,0.0001,0.0013,well7
7633.75,0.0001,0.0014,well7
7634.0,0.0001,0.0014,well7
7634.25,0.0001,0.0011,well7
7634.5,0.0001,0.0009,well7
7634.75,0.0001,0.0007,well7
7635.0,0.0001,0.0005,well7
7635.25,0.0001,0.0004,well7
7635.5,0.0001,0.0003,well7
7635.75,0.0001,0.0003,well7
7636.0,0.0001,0.0003,well7
7636.25,0.0001,0.0003,well7
7636.5,0.0001,0.0003,well7
7636.75,0.0001,0.0003,well7
7637.0,0.0001,0.0004,well7
7637.25,0.0001,0.0005,well7
7637.5,0.0001,0.0007,well7
7637.75,0.0001,0.0012,well7
7638.0,0.0001,0.0017,well7
7638.25,0.0001,0.0026,well7
7638.5,0.0001,0.0034,well7
7638.75,0.0001,0.0033,well7
7639.0,0.0001,0.0033,well7
7639.25,0.0001,0.0024,well7
7639.5,0.0001,0.0015,well7
7639.75,0.0001,0.0011,well7
7640.0,0.0001,0.0007,well7
7640.25,0.0001,0.0005,well7
7640.5,0.0001,0.0004,well7
7640.75,0.0001,0.0004,well7
7641.0,0.0001,0.0004,well7
7641.25,0.0001,0.0003,well7
7641.5,0.0001,0.0003,well7
7641.75,0.0001,0.0003,well7
7642.0,0.0001,0.0002,well7
7642.25,0.0001,0.0002,well7
7642.5,0.0001,0.0002,well7
7642.75,0.0001,0.0007,well7
7643.0,0.0001,0.0011,well7
7643.25,0.2204,0.0084,well7
7643.5,0.4408,0.0158,well7
7643.75,1.4935,0.0521,well7
7644.0,2.5463,0.0884,well7
7644.25,1.6178,0.0642,well7
7644.5,0.6893,0.0401,well7
7644.75,349,0.0355,well7
7645.0,0.0087,0.0309,well7
7645.25,0.0044,0.0178,well7
7645.5,0.0001,0.0046,well7
7645.75,0.0001,0.0029,well7
7646.0,0.0001,0.0011,well7
7646.25,0.0001,0.0009,well7
7646.5,0.0001,0.0006,well7
7646.75,0.0001,0.0005,well7
7647.0,0.0001,0.0004,well7
7647.25,0.0001,0.0003,well7
7647.5,0.0001,0.0003,well7
7647.75,0.0001,0.0003,well7
7648.0,0.0001,0.0002,well7
7648.25,0.0001,0.0001,well7
7648.5,0.0001,0.0001,well7
7648.75,0.0001,0.0001,well7
7649.0,0.0001,0.0001,well7
7649.25,0.0001,0.0001,well7
7649.5,0.0001,0.0001,well7
7649.75,0.0001,0.0001,well7
7650.0,0.0001,0.0001,well7
7650.25,0.0001,0.0001,well7
7650.5,0.0001,0.0001,well7
7650.75,0.0001,0.0001,well7
7651.0,0.0001,0.0001,well7
7651.25,0.0001,0.0001,well7
7651.5,0.0001,0.0001,well7
7651.75,0.0001,0.0001,well7
7652.0,0.0001,0.0001,well7
7652.25,0.0001,0.0001,well7
7652.5,0.0001,0.0002,well7
7652.75,0.0001,0.0002,well7
7653.0,0.0001,0.0002,well7
7653.25,0.0001,0.0003,well7
7653.5,0.0001,0.0004,well7
7653.75,0.0001,0.0005,well7
7654.0,0.0001,0.0006,well7
7654.25,0.0001,0.0007,well7
7654.5,0.0001,0.0007,well7
7654.75,0.0001,0.0007,well7
7655.0,0.0001,0.0007,well7
7655.25,0.0001,0.0008,well7
7655.5,0.0001,0.0009,well7
7655.75,0.0001,0.0013,well7
7656.0,0.0001,0.0017,well7
7656.25,0.0001,0.0025,well7
7656.5,0.0001,0.0033,well7
7656.75,0.0001,0.0038,well7
7657.0,0.0001,0.0044,well7
7657.25,0.0001,0.0044,well7
7657.5,0.0001,0.0044,well7
7657.75,0.0001,0.0043,well7
7658.0,0.0001,0.0041,well7
7658.25,0.0001,0.0044,well7
7658.5,0.0001,0.0046,well7
7658.75,0.0001,0.0049,well7
7659.0,0.0001,0.0051,well7
7659.25,0.0001,5,well7
7659.5,0.0001,0.0049,well7
7659.75,0.0001,0.0047,well7
7660.0,0.0001,0.0045,well7
7660.25,0.0001,0.0049,well7
7660.5,0.0001,0.0053,well7
7660.75,0.0001,0.0055,well7
7661.0,0.0001,0.0056,well7
7661.25,0.0001,5,well7
7661.5,0.0001,0.0044,well7
7661.75,0.0001,0.0039,well7
7662.0,0.0001,0.0034,well7
7662.25,0.0001,0.0029,well7
7662.5,0.0001,0.0023,well7
7662.75,0.0001,0.0017,well7
7663.0,0.0001,0.0011,well7
7663.25,0.0001,0.0009,well7
7663.5,0.0001,0.0006,well7
7663.75,0.0001,0.0007,well7
7664.0,0.0001,0.0007,well7
7664.25,0.0001,0.0008,well7
7664.5,0.0001,0.0009,well7
7664.75,0.0001,1,well7
7665.0,0.0001,0.0011,well7
7665.25,0.0001,0.0012,well7
7665.5,0.0001,0.0013,well7
7665.75,0.0001,0.0014,well7
7666.0,0.0001,0.0016,well7
7666.25,0.0001,0.0018,well7
7666.5,0.0001,0.0021,well7
7666.75,0.0001,0.0025,well7
7667.0,0.0001,3,well7
7667.25,0.0001,0.0034,well7
7667.5,0.0001,0.0039,well7
7667.75,0.0001,0.0038,well7
7668.0,0.0001,0.0037,well7
7668.25,0.0001,0.0034,well7
7668.5,0.0001,0.0031,well7
7668.75,0.0001,0.0032,well7
7669.0,0.0001,0.0032,well7
7669.25,0.0001,0.0035,well7
7669.5,0.0001,0.0038,well7
7669.75,0.0001,0.0039,well7
7670.0,0.0001,4,well7
7670.25,0.0001,0.0039,well7
7670.5,0.0001,0.0039,well7
7670.75,0.0001,0.0041,well7
7671.0,0.0001,0.0043,well7
7671.25,0.0001,0.0048,well7
7671.5,0.0001,0.0053,well7
7671.75,0.0001,0.0058,well7
7672.0,0.0001,0.0062,well7
7672.25,0.0001,0.0063,well7
7672.5,0.0001,0.0064,well7
7672.75,0.0001,0.0065,well7
7673.0,0.0001,0.0065,well7
7673.25,0.0001,0.0065,well7
7673.5,0.0001,0.0065,well7
7673.75,0.0001,0.0056,well7
7674.0,0.0001,0.0047,well7
7674.25,0.0001,0.0036,well7
7674.5,0.0001,0.0024,well7
7674.75,0.0001,0.0019,well7
7675.0,0.0001,0.0013,well7
7675.25,0.0001,0.0011,well7
7675.5,0.0001,0.0009,well7
7675.75,0.0001,0.0008,well7
7676.0,0.0001,0.0007,well7
7676.25,0.0001,0.0007,well7
7676.5,0.0001,0.0006,well7
7676.75,0.0001,0.0005,well7
7677.0,0.0001,0.0005,well7
7677.25,0.0001,0.0004,well7
7677.5,0.0001,0.0003,well7
7677.75,0.0001,0.0003,well7
7678.0,0.0001,0.0003,well7
7678.25,0.0001,0.0004,well7
7678.5,0.0001,0.0005,well7
7678.75,0.0001,0.0009,well7
7679.0,0.0001,0.0012,well7
7679.25,0.0001,2,well7
7679.5,0.0001,0.0027,well7
7679.75,0.0001,0.0036,well7
7680.0,0.0001,0.0044,well7
7680.25,0.0001,0.0048,well7
7680.5,0.0001,0.0052,well7
7680.75,0.0001,0.0064,well7
7681.0,0.0001,0.0076,well7
7681.25,0.0001,11,well7
7681.5,0.0001,0.0144,well7
7681.75,0.0001,0.0189,well7
7682.0,0.0001,0.0234,well7
7682.25,0.0001,0.0238,well7
7682.5,0.0001,0.0242,well7
7682.75,0.0001,0.0203,well7
7683.0,0.0001,0.0164,well7
7683.25,0.0001,0.0125,well7
7683.5,0.0001,0.0085,well7
7683.75,0.0001,0.0066,well7
7684.0,0.0001,0.0046,well7
7684.25,0.0001,0.0043,well7
7684.5,0.0001,0.0039,well7
7684.75,0.0001,0.0046,well7
7685.0,0.0001,0.0053,well7
7685.25,0.0001,0.0075,well7
7685.5,0.0001,0.0097,well7
7685.75,0.0001,0.0134,well7
7686.0,0.0001,17,well7
7686.25,0.0001,0.0178,well7
7686.5,0.0001,0.0185,well7
7686.75,0.0001,0.0149,well7
7687.0,0.0001,0.0113,well7
7687.25,0.0001,9,well7
7687.5,0.0001,0.0067,well7
7687.75,0.0001,0.0063,well7
7688.0,0.0001,6,well7
7688.25,0.0001,0.0056,well7
7688.5,0.0001,0.0052,well7
7688.75,0.0001,0.0042,well7
7689.0,0.0001,0.0032,well7
7689.25,0.0001,0.0025,well7
7689.5,0.0001,0.0019,well7
7689.75,0.0001,2,well7
7690.0,0.0001,2,well7
7690.25,0.0001,0.0023,well7
7690.5,0.0001,0.0026,well7
7690.75,0.0001,0.0025,well7
7691.0,0.0001,0.0023,well7
7691.25,0.0001,0.0018,well7
7691.5,0.0001,0.0012,well7
7691.75,0.0001,1,well7
7692.0,0.0001,0.0007,well7
7692.25,0.0001,0.0007,well7
7692.5,0.0001,0.0006,well7
7692.75,0.0001,0.0006,well7
7693.0,0.0001,0.0006,well7
7693.25,0.0001,0.0007,well7
7693.5,0.0001,0.0007,well7
7693.75,0.0001,0.0007,well7
7694.0,0.0001,0.0006,well7
7694.25,0.0001,0.0006,well7
7694.5,0.0001,0.0006,well7
7694.75,0.0001,0.0006,well7
7695.0,0.0001,0.0006,well7
7695.25,0.0001,0.0006,well7
7695.5,0.0001,0.0006,well7
7695.75,0.0001,0.0006,well7
7696.0,0.0001,0.0006,well7
7696.25,0.0001,0.0006,well7
7696.5,0.0001,0.0006,well7
7696.75,0.0001,0.0005,well7
7697.0,0.0001,0.0003,well7
7697.25,0.0001,0.0002,well7
7697.5,0.0001,0.0001,well7
7697.75,0.0001,0.0001,well7
7698.0,0.0001,0.0001,well7
7698.25,0.0001,0.0001,well7
7698.5,0.0001,0.0001,well7
7698.75,0.0001,0.0001,well7
7699.0,0.0001,0.0001,well7
7699.25,0.0001,0.0001,well7
7699.5,0.0001,0.0001,well7
7699.75,0.0001,0.0001,well7
7700.0,0.0001,0.0002,well7
7700.25,0.0001,0.0003,well7
7700.5,0.0001,0.0003,well7
7700.75,0.0001,0.0005,well7
7701.0,0.0001,0.0006,well7
7701.25,0.0001,0.0009,well7
7701.5,0.0001,0.0012,well7
7701.75,0.0001,0.0011,well7
7702.0,0.0001,1,well7
7702.25,0.0001,0.0008,well7
7702.5,0.0001,0.0005,well7
7702.75,0.0001,0.0004,well7
7703.0,0.0001,0.0003,well7
7703.25,0.0001,0.0003,well7
7703.5,0.0001,0.0003,well7
7703.75,0.0001,0.0003,well7
7704.0,0.0001,0.0003,well7
7704.25,0.0001,0.0003,well7
7704.5,0.0001,0.0003,well7
7704.75,0.0001,0.0003,well7
7705.0,0.0001,0.0004,well7
7705.25,0.0001,0.0005,well7
7705.5,0.0001,0.0006,well7
7705.75,0.0001,0.0008,well7
7706.0,0.0001,0.0009,well7
7706.25,0.0001,0.0009,well7
7706.5,0.0001,0.0009,well7
7706.75,0.0001,0.0007,well7
7707.0,0.0001,0.0005,well7
7707.25,0.0001,0.0004,well7
7707.5,0.0001,0.0002,well7
7707.75,0.0001,0.0001,well7
7708.0,0.0001,0.0001,well7
7708.25,0.0001,0.0001,well7
7708.5,0.0001,0.0001,well7
7708.75,0.0001,0.0001,well7
7709.0,0.0001,0.0002,well7
7709.25,0.0001,0.0002,well7
7709.5,0.0001,0.0002,well7
7709.75,0.0001,0.0001,well7
7710.0,0.0001,0.0001,well7
7710.25,0.0001,0.0001,well7
7710.5,0.0001,0.0001,well7
7710.75,0.0001,0.0001,well7
7711.0,0.0001,0.0002,well7
7711.25,0.0001,0.0003,well7
7711.5,0.0001,0.0003,well7
7711.75,0.0001,0.0003,well7
7712.0,0.0001,0.0003,well7
7712.25,0.0001,0.0005,well7
7712.5,0.0001,0.0007,well7
7712.75,0.0001,1,well7
7713.0,0.0001,0.0012,well7
7713.25,0.0001,0.0012,well7
7713.5,0.0001,0.0012,well7
7713.75,0.0001,0.0011,well7
7714.0,0.0001,0.0009,well7
7714.25,0.0001,0.0008,well7
7714.5,0.0001,0.0006,well7
7714.75,0.0001,0.0005,well7
7715.0,0.0001,0.0005,well7
7715.25,0.0001,0.0004,well7
7715.5,0.0001,0.0003,well7
7715.75,0.0001,0.0003,well7
7716.0,0.0001,0.0003,well7
7716.25,0.0001,0.0004,well7
7716.5,0.0001,0.0005,well7
7716.75,0.0001,0.0005,well7
7717.0,0.0001,0.0005,well7
7717.25,0.0001,0.0004,well7
7717.5,0.0001,0.0004,well7
7717.75,0.0001,0.0004,well7
7718.0,0.0001,0.0005,well7
7718.25,0.0001,0.0007,well7
7718.5,0.0001,0.0008,well7
7718.75,0.0001,1,well7
7719.0,0.0001,0.0012,well7
7719.25,0.0001,0.0014,well7
7719.5,0.0001,0.0016,well7
7719.75,0.0001,0.0018,well7
7720.0,0.0001,2,well7
7720.25,0.0001,0.0022,well7
7720.5,0.0001,0.0024,well7
7720.75,0.0001,0.0023,well7
7721.0,0.0001,0.0022,well7
7721.25,0.0001,0.0019,well7
7721.5,0.0001,0.0016,well7
7721.75,0.0001,0.0015,well7
7722.0,0.0001,0.0015,well7
7722.25,0.0001,0.0019,well7
7722.5,0.0001,0.0022,well7
7722.75,0.0001,0.0029,well7
7723.0,0.0001,0.0035,well7
7723.25,0.0001,0.0042,well7
7723.5,0.0001,0.0049,well7
7723.75,0.0001,0.0049,well7
7724.0,0.0001,0.0049,well7
7724.25,0.0001,0.0043,well7
7724.5,0.0001,0.0037,well7
7724.75,0.0001,0.0033,well7
7725.0,0.0001,0.0028,well7
7725.25,0.0001,0.0027,well7
7725.5,0.0001,0.0027,well7
7725.75,0.0001,0.0026,well7
7726.0,0.0001,0.0025,well7
7726.25,0.0001,0.0023,well7
7726.5,0.0001,0.0022,well7
7726.75,0.0001,0.0022,well7
7727.0,0.0001,0.0022,well7
7727.25,0.0001,0.0027,well7
7727.5,0.0001,0.0031,well7
7727.75,0.0001,0.0041,well7
7728.0,0.0001,5,well7
7728.25,0.0001,6,well7
7728.5,0.0001,0.0071,well7
7728.75,0.0001,0.0067,well7
7729.0,0.0001,0.0064,well7
7729.25,0.0001,0.0049,well7
7729.5,0.0001,0.0033,well7
7729.75,0.0001,0.0022,well7
7730.0,0.0001,0.0012,well7
7730.25,0.0001,0.0009,well7
7730.5,0.0001,0.0005,well7
7730.75,0.0001,0.0004,well7
7731.0,0.0001,0.0003,well7
7731.25,0.0001,0.0003,well7
7731.5,0.0001,0.0003,well7
7731.75,0.0001,0.0003,well7
7732.0,0.0001,0.0003,well7
7732.25,0.0001,0.0003,well7
7732.5,0.0001,0.0003,well7
7732.75,0.0001,0.0003,well7
7733.0,0.0001,0.0004,well7
7733.25,0.0001,0.0006,well7
7733.5,0.0001,0.0008,well7
7733.75,0.0001,0.0012,well7
7734.0,0.0001,0.0017,well7
7734.25,0.0001,0.0021,well7
7734.5,0.0001,0.0025,well7
7734.75,0.0001,0.0033,well7
7735.0,0.0001,0.0041,well7
7735.25,0.0001,0.0055,well7
7735.5,0.0001,0.0068,well7
7735.75,0.0001,0.0076,well7
7736.0,0.0001,0.0083,well7
7736.25,0.0001,0.0071,well7
7736.5,0.0001,6,well7
7736.75,0.0001,0.0044,well7
7737.0,0.0001,0.0028,well7
7737.25,0.0001,2,well7
7737.5,0.0001,0.0012,well7
7737.75,0.0001,0.0009,well7
7738.0,0.0001,0.0006,well7
7738.25,0.0001,0.0006,well7
7738.5,0.0001,0.0006,well7
7738.75,0.0001,0.0012,well7
7739.0,0.0001,0.0017,well7
7739.25,0.0001,0.0048,well7
7739.5,0.0001,0.0079,well7
7739.75,0.1336,0.0207,well7
7740.0,0.2672,0.0335,well7
7740.25,0.9429,0.0552,well7
7740.5,1.6186,0.0769,well7
7740.75,1.9037,0.0821,well7
7741.0,2.1889,0.0873,well7
7741.25,1.4563,0.0725,well7
7741.5,0.7238,0.0577,well7
7741.75,0.4125,0.0471,well7
7742.0,0.1011,0.0365,well7
7742.25,0.0506,0.0356,well7
7742.5,0.0001,0.0347,well7
7742.75,0.0001,0.0347,well7
7743.0,0.0001,0.0347,well7
7743.25,0.0001,0.0282,well7
7743.5,0.0001,0.0217,well7
7743.75,0.0001,0.0155,well7
7744.0,0.0001,0.0093,well7
7744.25,0.0001,0.0067,well7
7744.5,0.0001,0.0042,well7
7744.75,0.0001,0.0032,well7
7745.0,0.0001,0.0022,well7
7745.25,0.0001,0.0018,well7
7745.5,0.0001,0.0014,well7
7745.75,0.0001,0.0011,well7
7746.0,0.0001,0.0008,well7
7746.25,0.0001,0.0007,well7
7746.5,0.0001,0.0006,well7
7746.75,0.0001,0.0005,well7
7747.0,0.0001,0.0005,well7
7747.25,0.0001,0.0004,well7
7747.5,0.0001,0.0004,well7
7747.75,0.0001,0.0003,well7
7748.0,0.0001,0.0003,well7
7748.25,0.0001,0.0003,well7
7748.5,0.0001,0.0002,well7
7748.75,0.0001,0.0004,well7
7749.0,0.0001,0.0007,well7
7749.25,0.0001,0.0022,well7
7749.5,0.0001,0.0038,well7
